1,9
2,0
3,4
4,9
5,9
6,1
7,1
8,1
9,8
10,5
11,2
12,1
13,1
14,9
15,1
16,3
17,9
18,5
19,7
20,1
21,8
22,1
23,9
24,7
25,5
26,8
27,1
28,1
29,8
30,8
31,9
32,8
33,8
34,9
35,2
36,1
37,9
38,9
39,1
40,1
41,1
42,7
43,2
44,5
45,9
46,9
47,1
48,0
49,5
50,1
51,4
52,2
53,5
54,5
55,0
56,1
57,8
58,5
59,2
60,1
61,1
62,9
63,0
64,0
65,9
66,0
67,1
68,4
69,0
70,9
71,1
72,0
73,1
74,9
75,9
76,8
77,9
78,1
79,0
80,9
81,7
82,1
83,0
84,5
85,0
86,6
87,9
88,5
89,7
90,6
91,8
92,4
93,1
94,1
95,9
96,1
97,4
98,9
99,0
100,0
101,5
102,8
103,8
104,2
105,5
106,5
107,8
108,5
109,5
110,4
111,1
112,9
113,5
114,5
115,8
116,9
117,8
118,1
119,8
120,9
121,1
122,5
123,5
124,9
125,1
126,1
127,2
128,5
129,4
130,9
131,1
132,1
133,8
134,1
135,9
136,1
137,4
138,9
139,0
140,8
141,5
142,0
143,1
144,9
145,5
146,4
147,9
148,9
149,5
150,1
151,1
152,9
153,9
154,1
155,5
156,0
157,3
158,9
159,5
160,3
161,4
162,8
163,0
164,1
165,1
166,1
167,1
168,1
169,9
170,0
171,5
172,9
173,9
174,0
175,9
176,1
177,1
178,0
179,0
180,5
181,9
182,1
183,9
184,9
185,9
186,1
187,9
188,4
189,4
190,3
191,1
192,9
193,1
194,9
195,2
196,7
197,9
198,1
199,9
200,9
201,9
202,0
203,9
204,0
205,9
206,5
207,8
208,1
209,5
210,0
211,4
212,4
213,0
214,0
215,9
216,6
217,8
218,1
219,3
220,9
221,8
222,1
223,9
224,5
225,5
226,1
227,2
228,5
229,0
230,1
231,9
232,1
233,9
234,4
235,1
236,2
237,5
238,9
239,2
240,1
241,2
242,0
243,9
244,9
245,1
246,1
247,9
248,4
249,5
250,7
251,9
252,1
253,1
254,1
255,9
256,0
257,6
258,5
259,1
260,1
261,4
262,1
263,1
264,1
265,4
266,9
267,9
268,2
269,7
270,9
271,5
272,0
273,9
274,1
275,7
276,0
277,5
278,8
279,9
280,9
281,0
282,1
283,4
284,6
285,1
286,5
287,0
288,1
289,5
290,1
291,1
292,9
293,8
294,8
295,1
296,9
297,1
298,0
299,8
300,5
301,1
302,9
303,9
304,5
305,1
306,1
307,1
308,7
309,8
310,1
311,9
312,9
313,1
314,4
315,1
316,8
317,5
318,9
319,9
320,7
321,9
322,1
323,9
324,6
325,2
326,9
327,9
328,0
329,1
330,9
331,5
332,9
333,5
334,4
335,1
336,9
337,7
338,1
339,9
340,4
341,8
342,9
343,5
344,8
345,0
346,5
347,5
348,9
349,2
350,9
351,5
352,3
353,1
354,8
355,1
356,4
357,9
358,1
359,1
360,1
361,1
362,9
363,2
364,5
365,9
366,2
367,0
368,1
369,1
370,1
371,9
372,5
373,1
374,5
375,1
376,9
377,1
378,9
379,8
380,5
381,1
382,9
383,1
384,1
385,1
386,9
387,0
388,4
389,5
390,6
391,9
392,9
393,0
394,1
395,9
396,1
397,2
398,8
399,2
400,1
401,1
402,9
403,5
404,2
405,8
406,0
407,8
408,9
409,8
410,9
411,5
412,6
413,1
414,1
415,1
416,1
417,9
418,1
419,4
420,5
421,4
422,9
423,1
424,9
425,8
426,0
427,9
428,5
429,0
430,8
431,9
432,0
433,1
434,9
435,9
436,1
437,1
438,9
439,9
440,5
441,1
442,0
443,0
444,1
445,0
446,8
447,8
448,8
449,0
450,9
451,9
452,9
453,1
454,9
455,8
456,0
457,0
458,0
459,1
460,9
461,1
462,8
463,8
464,9
465,8
466,4
467,1
468,8
469,7
470,8
471,9
472,8
473,2
474,9
475,3
476,5
477,5
478,0
479,8
480,4
481,6
482,1
483,1
484,8
485,9
486,9
487,9
488,2
489,9
490,0
491,1
492,5
493,4
494,1
495,8
496,1
497,3
498,0
499,0
500,1
501,9
502,0
503,9
504,0
505,9
506,0
507,2
508,1
509,5
510,8
511,4
512,1
513,1
514,9
515,4
516,0
517,1
518,9
519,6
520,5
,0,1,2,3,4,5,6,7,8,9
0,44,3,4,0,2,0,1,0,0,1
1,3,117,0,2,0,1,0,0,1,1
2,0,0,9,0,0,1,0,0,4,1
3,0,8,0,6,0,1,0,0,0,0
4,9,3,1,0,21,5,0,0,1,10
5,0,0,1,0,2,39,0,0,0,13
6,0,0,2,0,1,1,7,0,3,1
7,1,1,0,0,0,0,0,13,0,0
8,1,1,3,0,1,1,0,0,42,1
9,0,1,3,0,4,14,2,0,1,100
,precision,recall,f1-score,support
0,0.8,0.7586206896551724,0.7787610619469026,58.0
1,0.936,0.8731343283582089,0.9034749034749036,134.0
2,0.6,0.391304347826087,0.47368421052631576,23.0
3,0.4,0.75,0.5217391304347827,8.0
4,0.42,0.6774193548387096,0.5185185185185185,31.0
5,0.7090909090909091,0.6190476190476191,0.6610169491525425,63.0
6,0.4666666666666667,0.7,0.56,10.0
7,0.8666666666666667,1.0,0.9285714285714286,13.0
8,0.84,0.8076923076923077,0.8235294117647058,52.0
9,0.8,0.78125,0.7905138339920948,128.0
accuracy,0.7653846153846153,0.7653846153846153,0.7653846153846153,0.7653846153846153
macro avg,0.6838424242424244,0.7358468647418104,0.6959809448382195,520.0
weighted avg,0.7856347319347319,0.7653846153846153,0.7705794214403974,520.0
